id,company_id,user_id,list_id,project_id,group_id,parent_user_id,parent_id,title,description,remainder,tag,stage,priority,note,due_date,status,internal_status,assigned_to,assigned_by,started_at,completed_at,sub_task_count,total_collaborators,total_attachment,total_comment,total_sub_task_complete,cron_run,delete,reminder_notify_sent,elastic_cron_run,duration_interval,duartion_frequency,recurring_task_id,created_at,updated_at,recent_at
704,9742398,44136773,133,0,0,0,0,Ufut,,"2024-03-22 17:48:09",,,"No Priority",,NULL,Open,Open,55954329,44136773,"2024-03-22 17:48:09","2024-03-22 18:40:45",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-22 17:48:09","2024-04-02 18:54:37","2024-03-22 17:48:09"
705,9742398,55954329,133,0,0,0,0,Jcjcj,,"2024-03-22 17:48:31",,,Medium,,"2024-03-22 18:48:00",Completed,completed,44136773,55954329,"2024-03-22 17:48:31","2024-03-22 17:48:31",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-22 17:48:31","2024-04-02 19:08:52","2024-03-22 17:48:31"
706,9742398,55954329,137,0,0,0,0,"Hi Ligen",,"2024-03-22 17:49:08",,,"No Priority",,"2024-04-03 14:17:57",Completed,completed,88479168,55954329,"2024-03-22 17:49:08","2024-03-22 17:49:08",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-22 17:49:08","2024-04-08 10:47:37","2024-03-22 17:49:08"
707,9742398,55954329,137,0,0,0,0,Guvhcy,,"2024-03-22 17:52:53",,,"No Priority",,"2024-04-03 14:16:17",Completed,completed,88479168,55954329,"2024-03-22 17:52:53","2024-03-22 17:52:53",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-22 17:52:53","2024-07-08 19:16:50","2024-03-22 17:52:53"
709,9742398,88479168,802,0,0,0,0,Jbhbybb,,"2024-03-22 17:57:46",,,"No Priority",,"2024-04-11 12:49:47",Completed,completed,55954329,88479168,"2024-03-22 17:57:46","2024-03-22 17:57:46",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-22 17:57:46","2024-04-11 12:50:02","2024-03-22 17:57:46"
710,9742398,88479168,802,0,0,0,0,"Hello ligen",,"2024-03-22 17:58:37",,,"No Priority",,"2024-04-08 12:13:45",Completed,completed,55954329,88479168,"2024-03-22 17:58:37","2024-03-22 17:59:32",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-22 17:58:37","2024-04-11 12:49:26","2024-03-22 17:58:37"
711,9742398,55954329,138,0,0,0,0,Jsndj,,"2024-03-22 18:07:13",,,"No Priority",,NULL,Open,Open,12413271,55954329,"2024-03-22 18:07:13","2024-03-22 18:07:13",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-22 18:07:13","2024-04-06 20:48:23","2024-03-22 18:07:13"
712,9742398,55954329,138,0,0,0,0,Jgdj,,"2024-03-22 18:07:23",,,"No Priority",,NULL,Open,Open,12413271,55954329,"2024-03-22 18:07:23","2024-03-22 18:07:23",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-22 18:07:23","2024-04-06 20:48:38","2024-03-22 18:07:23"
713,9742398,55954329,138,0,0,0,0,Hddhdkf,,"2024-03-22 18:07:38",,,"No Priority",,NULL,Open,Open,12413271,55954329,"2024-03-22 18:07:38","2024-03-22 18:07:38",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-22 18:07:38","2024-04-06 20:48:41","2024-03-22 18:07:38"
714,9742398,55954329,138,0,0,0,0,Nfj,,"2024-03-22 18:08:12",,,High,,NULL,Open,Open,44136773,55954329,"2024-03-22 18:08:12","2024-03-22 18:08:12",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-22 18:08:12","2024-04-06 20:48:25","2024-03-22 18:08:12"
715,9742398,55954329,138,0,0,0,0,Mhdmh,,"2024-03-22 18:08:51",,,High,,NULL,Open,Open,44136773,55954329,"2024-03-22 18:08:51","2024-03-22 18:08:51",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-22 18:08:51","2024-04-06 20:48:29","2024-03-22 18:08:51"
716,9742398,55954329,138,0,0,0,0,Nvzng,,"2024-03-22 18:10:16",,,High,,NULL,Open,Open,44136773,55954329,"2024-03-22 18:10:16","2024-03-22 18:10:16",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-22 18:10:16","2024-04-06 20:48:32","2024-03-22 18:10:16"
717,9742398,55954329,138,0,0,0,0,Jtjgd,,"2024-03-22 18:11:53",,,High,,NULL,Open,Open,44136773,55954329,"2024-03-22 18:11:53","2024-03-22 18:11:53",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-22 18:11:53","2024-04-06 20:48:35","2024-03-22 18:11:53"
718,9742398,55954329,138,0,0,0,0,Ncjf,,"2024-03-22 18:12:28",,,"No Priority",,NULL,Completed,completed,44136773,55954329,"2024-03-22 18:12:28","2024-03-22 18:12:28",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-22 18:12:28","2024-04-06 20:08:52","2024-03-22 18:12:28"
719,9742398,55954329,138,0,0,0,0,Ncc,,"2024-03-22 18:12:50",,,High,,NULL,Open,Open,44136773,55954329,"2024-03-22 18:12:50","2024-03-22 18:12:50",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-22 18:12:50","2024-04-06 20:48:47","2024-03-22 18:12:50"
720,9742398,55954329,138,0,0,0,0,Bxc,,"2024-03-22 18:14:51",,,"No Priority",,NULL,Completed,completed,44136773,55954329,"2024-03-22 18:14:51","2024-03-22 18:14:51",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-22 18:14:51","2024-04-06 20:08:46","2024-03-22 18:14:51"
721,9742398,55954329,138,0,0,0,0,Bfsn,,"2024-03-22 18:15:58",,,High,,NULL,Open,Open,44136773,55954329,"2024-03-22 18:15:58","2024-03-22 18:15:58",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-22 18:15:58","2024-04-06 20:47:45","2024-03-22 18:15:58"
722,9742398,55954329,138,0,0,0,0,Hello,,"2024-03-22 18:16:18",,,High,,NULL,Open,Open,44136773,55954329,"2024-03-22 18:16:18","2024-03-22 18:16:18",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-22 18:16:18","2024-04-06 20:48:13","2024-03-22 18:16:18"
723,9742398,55954329,137,0,0,0,0,"Hi There",,"2024-03-22 18:17:34",,,"No Priority",,"2024-04-03 14:13:48",Completed,completed,88479168,55954329,"2024-03-22 18:17:34","2024-03-22 18:17:34",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-22 18:17:34","2024-04-03 14:13:55","2024-03-22 18:17:34"
724,9742398,55954329,137,0,0,0,0,"Hello Ligen",hello,"2024-03-22 18:18:11",,,Medium,,"2024-03-23 19:18:00",Completed,completed,88479168,55954329,"2024-03-22 18:18:11","2024-03-22 18:18:11",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-22 18:18:11","2024-04-02 18:42:41","2024-03-22 18:18:11"
732,9742398,55954329,137,0,0,0,0,"New one",,"2024-03-22 18:51:07",,,"No Priority",,"2024-04-03 14:13:45",Completed,completed,88479168,55954329,"2024-03-22 18:51:07","2024-03-22 18:51:07",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-22 18:51:07","2024-04-03 14:13:54","2024-03-22 18:51:07"
733,9742398,55954329,137,0,0,0,0,"New One 1",,"2024-03-22 18:51:36",,,Medium,,"2024-03-28 19:51:00",Completed,completed,88479168,55954329,"2024-03-22 18:51:36","2024-03-22 18:51:36",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-22 18:51:36","2024-04-02 18:00:05","2024-03-22 18:51:36"
735,9742398,55954329,137,0,0,0,0,"Hi Dood",,"2024-03-22 19:10:13",,,Medium,,"2024-03-24 20:10:00",Completed,completed,88479168,55954329,"2024-03-22 19:10:13","2024-03-22 19:10:13",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-22 19:10:13","2024-04-02 18:42:39","2024-03-22 19:10:13"
736,9742398,55954329,137,0,0,0,0,"Hi Ligen...",,"2024-03-22 19:10:22",,,"No Priority",,NULL,Completed,completed,88479168,55954329,"2024-03-22 19:10:22","2024-03-22 19:19:09",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-22 19:10:22","2024-03-22 19:19:09","2024-03-22 19:10:22"
739,9742398,55954329,133,0,0,0,0,Hello,,"2024-03-23 14:59:47",,,"No Priority",,NULL,Completed,completed,44136773,55954329,"2024-03-23 14:59:47","2024-03-26 13:13:04",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-23 14:59:47","2024-04-02 18:54:53","2024-03-23 14:59:47"
740,9742398,55954329,138,0,0,0,0,This,,"2024-03-23 15:01:11",,,High,,NULL,Open,Open,44136773,55954329,"2024-03-23 15:01:11","2024-03-23 15:01:11",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-23 15:01:11","2024-04-06 20:47:47","2024-03-23 15:01:11"
741,9742398,55954329,138,0,0,0,0,Hello,,"2024-03-23 15:13:41",,,High,,NULL,Open,Open,44136773,55954329,"2024-03-23 15:13:41","2024-03-23 15:13:41",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-23 15:13:41","2024-04-06 20:09:40","2024-03-23 15:13:41"
742,9742398,55954329,138,0,0,0,0,"BC 123",Testing,"2024-03-23 15:14:42",,,"No Priority",,"2024-04-06 20:47:10",Open,overdue,44136773,55954329,"2024-03-23 15:14:42","2024-03-23 15:14:42",0,2,6,0,0,0,0,1,0,0,,0,"2024-03-23 15:14:42","2024-04-08 15:13:06","2024-03-23 15:14:42"
744,9742398,44136773,807,0,0,0,0,"hellow haris",,"2024-03-23 15:15:59",,,Low,,"2024-04-06 21:17:45",Open,overdue,55954329,44136773,"2024-03-23 15:15:59","2024-03-27 12:47:37",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-23 15:15:59","2024-04-08 12:17:24","2024-03-23 15:15:59"
746,9742398,55954329,137,0,0,0,0,"Hi Haris",,"2024-03-23 15:18:28",,,"No Priority",,"2024-03-23 16:18:00",Completed,completed,44136773,55954329,"2024-03-23 15:18:28","2024-03-23 15:18:28",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-23 15:18:28","2024-04-02 18:42:42","2024-03-23 15:18:28"
747,9742398,55954329,137,0,0,0,0,"Hello Haris",,"2024-03-23 15:19:55",,,"No Priority",,"2024-04-03 14:13:43",Completed,completed,88479168,55954329,"2024-03-23 15:19:55","2024-03-23 15:19:55",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-23 15:19:55","2024-04-03 14:13:56","2024-03-23 15:19:55"
755,9742398,44136773,119,0,0,0,0,"Testing 1",,"2024-03-25 09:32:23",,,Low,,NULL,Completed,completed,44136773,44136773,"2024-03-25 09:32:23","2024-03-25 09:32:23",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-25 09:32:23","2024-03-27 18:59:06","2024-03-25 09:32:23"
756,9742398,44136773,802,0,0,0,0,"hello haris",,"2024-03-25 13:56:22",,,Low,,"2024-03-28 00:00:00",Open,overdue,55954329,44136773,"2024-03-25 13:56:22","2024-03-25 13:56:22",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-25 13:56:22","2024-04-08 12:16:30","2024-03-25 13:56:22"
757,9742398,44136773,802,0,0,0,0,Hello,,"2024-03-25 14:01:52",,,Starred,,"2024-03-28 00:00:00",Open,overdue,82956457,44136773,"2024-03-25 14:01:52","2024-03-25 14:01:52",0,3,0,0,0,0,0,1,0,0,,0,"2024-03-25 14:01:52","2024-04-08 12:16:26","2024-03-27 18:07:19"
758,9742398,44136773,802,0,0,0,0,"Hello Demo",,"2024-03-25 14:03:00",,,Low,,"2024-04-11 12:49:38",Completed,completed,55954329,44136773,"2024-03-25 14:03:00","2024-03-25 14:03:00",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-25 14:03:00","2024-04-11 12:49:53","2024-03-25 14:03:00"
759,9742398,44136773,802,0,0,0,0,Hello,,"2024-03-25 14:04:08",,,Low,,"2024-04-06 20:01:47",Completed,completed,55954329,44136773,"2024-03-25 14:04:08","2024-03-25 14:04:08",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-25 14:04:08","2024-04-23 18:44:38","2024-03-25 14:04:08"
760,9742398,44136773,802,0,0,0,0,"Hello HI",,"2024-03-25 14:09:28",,,Low,,"2024-04-06 20:01:37",Completed,completed,55954329,44136773,"2024-03-25 14:09:28","2024-03-25 14:09:28",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-25 14:09:28","2024-04-11 12:49:28","2024-03-25 14:09:28"
762,9742398,44136773,51,0,0,0,0,"comment check due dat",,"2024-03-25 15:30:59",,,Medium,,NULL,Open,Open,78112225,44136773,"2024-03-25 15:30:59","2024-03-25 15:30:59",0,2,0,9,0,0,0,1,0,0,,0,"2024-03-25 15:30:59","2024-05-20 17:27:23","2024-03-25 15:30:59"
763,9742398,44136773,51,0,0,0,0,"Testing 1",,"2024-03-25 15:42:46",,,"No Priority",,NULL,Open,Open,78112225,44136773,"2024-03-25 15:42:46","2024-03-25 15:42:46",0,0,0,0,0,0,0,1,0,0,,0,"2024-03-25 15:42:46","2024-03-25 15:42:46","2024-03-25 15:42:46"
764,9742398,44136773,51,0,0,0,0,"Testing 2",,"2024-03-25 15:42:46",,,"No Priority",,NULL,Open,Open,78112225,44136773,"2024-03-25 15:42:46","2024-03-25 15:42:46",0,0,0,0,0,0,0,1,0,0,,0,"2024-03-25 15:42:46","2024-03-25 15:42:46","2024-03-25 15:42:46"
765,9742398,44136773,51,0,0,0,0,"Testing 1",,"2024-03-25 15:43:06",,,"No Priority",,NULL,Open,Open,78112225,44136773,"2024-03-25 15:43:06","2024-03-25 15:43:06",0,0,0,0,0,0,0,1,0,0,,0,"2024-03-25 15:43:06","2024-03-25 15:43:06","2024-03-25 15:43:06"
766,9742398,44136773,51,0,0,0,0,"Testing 2",,"2024-03-25 15:43:06",,,"No Priority",,NULL,Open,Open,78112225,44136773,"2024-03-25 15:43:06","2024-03-25 15:43:06",0,0,0,0,0,0,0,1,0,0,,0,"2024-03-25 15:43:06","2024-03-25 15:43:06","2024-03-25 15:43:06"
767,9742398,44136773,51,0,0,55954329,324,Test,,"2024-03-25 15:45:20",,,Low,,NULL,Open,Open,78112225,44136773,"2024-03-25 15:45:20","2024-03-25 15:45:20",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-25 15:45:20","2024-03-25 15:45:20","2024-03-25 15:45:20"
800,9742398,44136773,0,3,0,0,0,"Testing assing",,"2024-03-26 10:44:04",,,Low,,"2024-03-26 00:00:00","Dev completed testing",completed,82956457,44136773,"2024-03-26 10:44:04","2024-03-26 10:44:04",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-26 10:44:04","2024-04-05 13:43:26","2024-03-26 10:44:04"
801,9742398,44136773,0,3,0,0,0,dffsfsd,,"2024-03-26 10:47:14",Refactor,"Workflow Testing",Medium,,"2024-03-27 00:00:00","Dev completed testing",completed,82956457,44136773,"2024-03-26 10:47:14","2024-03-26 10:47:14",0,5,0,0,0,0,0,1,0,0,,0,"2024-03-26 10:47:14","2024-04-05 13:45:09","2024-03-26 10:47:14"
803,9742398,44136773,3,0,0,0,0,"task create",,"2024-03-26 11:41:20",,,"No Priority",,NULL,Open,Open,74963966,44136773,"2024-03-26 11:41:20","2024-03-26 11:41:20",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-26 11:41:20","2024-03-26 11:42:36","2024-03-26 11:42:36"
804,9742398,55954329,137,0,0,0,0,"New Task",,"2024-03-26 11:45:13",,,High,,"2024-03-26 12:45:00",Completed,completed,88479168,55954329,"2024-03-26 11:45:13","2024-03-26 11:45:13",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-26 11:45:13","2024-04-02 18:42:38","2024-03-26 11:45:13"
805,9742398,44136773,3,0,0,0,0,test,,"2024-03-26 11:45:21",,,Medium,,NULL,Open,Open,82956457,44136773,"2024-03-26 11:45:21","2024-03-26 11:45:21",0,4,0,0,0,0,0,1,0,0,,0,"2024-03-26 11:45:21","2024-03-26 14:41:28","2024-03-26 11:51:41"
814,9742398,55954329,133,0,0,0,0,Heloo,,"2024-03-26 13:12:59",,,Starred,,"2024-04-02 19:09:06",Completed,completed,55954329,55954329,"2024-03-26 13:12:59","2024-03-26 13:12:59",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-26 13:12:59","2024-04-02 19:09:09","2024-03-26 13:12:59"
816,9742398,88479168,133,0,0,0,0,"Do this",That,"2024-03-26 14:10:50",,,High,,"2024-03-26 14:10:44",Completed,completed,55954329,88479168,"2024-03-26 14:10:50","2024-03-26 14:10:50",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-26 14:10:50","2024-04-11 12:30:37","2024-03-26 14:10:50"
818,9742398,55954329,8,0,0,0,0,Test,djdjbd,"2024-03-26 14:17:33",,,High,,"2024-03-26 15:17:00",Open,overdue,82956457,55954329,"2024-03-26 14:17:33","2024-03-26 14:17:33",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-26 14:17:33","2024-03-26 14:17:33","2024-03-26 14:17:33"
819,9742398,88479168,137,0,0,0,0,Hi,,"2024-03-26 14:22:32",,,"No Priority",,NULL,Completed,completed,88479168,88479168,"2024-03-26 14:22:32","2024-03-26 14:22:32",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-26 14:22:32","2024-04-03 14:12:54","2024-03-26 14:22:32"
824,9742398,88479168,137,0,0,0,0,Hi,,"2024-03-26 14:35:39",,,"No Priority",,NULL,Completed,completed,88479168,88479168,"2024-03-26 14:35:39","2024-03-26 14:35:39",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-26 14:35:39","2024-04-03 14:12:54","2024-03-26 14:35:39"
825,9742398,55954329,137,0,0,0,0,New,,"2024-03-26 14:36:38",,,"No Priority",,"2024-04-03 14:13:40",Completed,completed,88479168,55954329,"2024-03-26 14:36:38","2024-03-26 14:36:38",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-26 14:36:38","2024-04-03 14:13:51","2024-03-26 14:36:38"
826,9742398,55954329,137,0,0,0,0,Woh,,"2024-03-26 14:36:46",,,"No Priority",,NULL,Completed,completed,88479168,55954329,"2024-03-26 14:36:46","2024-03-26 14:36:46",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-26 14:36:46","2024-04-03 14:12:54","2024-03-26 14:36:46"
837,9742398,55954329,133,0,0,0,0,"Sub Task changed",,"2024-03-26 15:12:20",,,"No Priority",,NULL,Completed,completed,55954329,55954329,"2024-03-26 15:12:20","2024-03-26 15:12:20",3,2,0,0,3,0,0,1,0,0,,0,"2024-03-26 15:12:20","2024-04-02 18:54:50","2024-03-26 15:12:20"
838,9742398,55954329,133,0,0,55954329,837,"Sub task 1",,"2024-03-26 15:12:40",,,"No Priority",,"2024-04-02 18:55:19",Completed,completed,55954329,55954329,"2024-03-26 15:12:40","2024-03-26 15:12:40",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-26 15:12:40","2024-04-02 18:55:23","2024-03-26 15:12:40"
839,9742398,55954329,133,0,0,55954329,837,"Sub task 2",,"2024-03-26 15:12:40",,,"No Priority",,"2024-04-02 18:53:01",Completed,completed,55954329,55954329,"2024-03-26 15:12:40","2024-03-26 15:12:40",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-26 15:12:40","2024-04-02 18:55:28","2024-03-26 15:12:40"
840,9742398,55954329,133,0,0,55954329,837,"Sub task 3",,"2024-03-26 15:12:40",,,"No Priority",,"2024-04-02 18:52:58",Completed,completed,55954329,55954329,"2024-03-26 15:12:40","2024-03-26 15:12:40",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-26 15:12:40","2024-04-02 18:55:22","2024-03-26 15:12:40"
841,9742398,44136773,119,0,0,0,0,Testing,,"2024-03-26 15:17:41",,,High,,NULL,Open,Open,44136773,44136773,"2024-03-26 15:17:41","2024-03-26 15:17:41",15,2,0,0,3,0,0,1,0,0,,0,"2024-03-26 15:17:41","2024-03-26 15:17:55","2024-03-26 15:17:41"
842,9742398,44136773,119,0,0,44136773,841,sdf,,"2024-03-26 15:17:55",,,High,,NULL,Open,Open,44136773,44136773,"2024-03-26 15:17:55","2024-03-26 15:17:55",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-26 15:17:55","2024-03-26 15:17:55","2024-03-26 15:17:55"
843,9742398,44136773,119,0,0,44136773,841,SFS,,"2024-03-26 15:17:55",,,High,,NULL,Open,Open,44136773,44136773,"2024-03-26 15:17:55","2024-03-26 15:17:55",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-26 15:17:55","2024-03-26 15:17:55","2024-03-26 15:17:55"
844,9742398,44136773,119,0,0,44136773,841,DF,,"2024-03-26 15:17:55",,,High,,NULL,Open,Open,44136773,44136773,"2024-03-26 15:17:55","2024-03-26 15:17:55",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-26 15:17:55","2024-03-26 15:17:55","2024-03-26 15:17:55"
845,9742398,44136773,119,0,0,44136773,841,SFS,,"2024-03-26 15:17:55",,,High,,NULL,Open,Open,44136773,44136773,"2024-03-26 15:17:55","2024-03-26 15:17:55",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-26 15:17:55","2024-03-26 15:17:55","2024-03-26 15:17:55"
846,9742398,44136773,119,0,0,44136773,841,FS,,"2024-03-26 15:17:55",,,"No Priority",,NULL,Open,Open,44136773,44136773,"2024-03-26 15:17:55","2024-03-26 15:17:55",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-26 15:17:55","2024-03-26 15:17:55","2024-03-26 15:17:55"
847,9742398,44136773,119,0,0,44136773,841,DF,,"2024-03-26 15:17:55",,,"No Priority",,NULL,Open,Open,44136773,44136773,"2024-03-26 15:17:55","2024-03-26 15:17:55",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-26 15:17:55","2024-03-26 15:17:55","2024-03-26 15:17:55"
848,9742398,44136773,119,0,0,44136773,841,SDF,,"2024-03-26 15:17:55",,,"No Priority",,NULL,Open,Open,44136773,44136773,"2024-03-26 15:17:55","2024-03-26 15:17:55",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-26 15:17:55","2024-03-26 15:17:55","2024-03-26 15:17:55"
849,9742398,44136773,119,0,0,44136773,841,SD,,"2024-03-26 15:17:55",,,"No Priority",,NULL,Open,Open,44136773,44136773,"2024-03-26 15:17:55","2024-03-26 15:17:55",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-26 15:17:55","2024-03-26 15:17:55","2024-03-26 15:17:55"
850,9742398,44136773,119,0,0,44136773,841,FDS,,"2024-03-26 15:17:55",,,"No Priority",,NULL,Open,Open,44136773,44136773,"2024-03-26 15:17:55","2024-03-26 15:17:55",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-26 15:17:55","2024-03-26 15:17:55","2024-03-26 15:17:55"
851,9742398,44136773,119,0,0,44136773,841,F,,"2024-03-26 15:17:55",,,"No Priority",,NULL,Open,Open,44136773,44136773,"2024-03-26 15:17:55","2024-03-26 15:17:55",0,5,0,0,0,0,0,1,0,0,,0,"2024-03-26 15:17:55","2024-04-02 12:50:34","2024-03-26 15:17:55"
852,9742398,44136773,119,0,0,44136773,841,SDF,,"2024-03-26 15:17:55",,,"No Priority",,NULL,Completed,completed,44136773,44136773,"2024-03-26 15:17:55","2024-03-26 15:17:55",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-26 15:17:55","2024-03-27 15:25:47","2024-03-26 15:17:55"
853,9742398,44136773,119,0,0,44136773,841,DSF,,"2024-03-26 15:17:55",,,"No Priority",,NULL,Completed,completed,44136773,44136773,"2024-03-26 15:17:55","2024-03-26 15:17:55",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-26 15:17:55","2024-03-27 15:25:45","2024-03-26 15:17:55"
854,9742398,44136773,119,0,0,44136773,841,SD,,"2024-03-26 15:17:55",,,"No Priority",,NULL,Completed,completed,44136773,44136773,"2024-03-26 15:17:55","2024-03-26 15:17:55",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-26 15:17:55","2024-03-27 15:25:43","2024-03-26 15:17:55"
855,9742398,44136773,119,0,0,44136773,841,DSF,,"2024-03-26 15:17:55",,,"No Priority",,NULL,Open,Open,32846295,44136773,"2024-03-26 15:17:55","2024-03-26 15:17:55",0,5,0,0,0,0,0,1,0,0,,0,"2024-03-26 15:17:55","2024-04-02 12:46:15","2024-04-02 12:44:15"
856,9742398,44136773,119,0,0,44136773,841,SSD,,"2024-03-26 15:17:55",,,"No Priority",,NULL,In-Progress,In-Progress,82956457,44136773,"2024-03-26 15:17:55","2024-03-26 15:17:55",0,6,0,0,0,0,0,1,0,0,,0,"2024-03-26 15:17:55","2024-04-02 12:40:38","2024-04-02 12:40:38"
857,9742398,44136773,119,0,0,0,0,"Testing Assigned Assigned Assigned Assigned Assigned Assigned Assigned Assigned Assigned Assigned Assigned","Testing changes","2024-03-26 15:18:22",,,Medium,,"2024-03-27 00:00:00",Completed,completed,55954329,44136773,"2024-03-26 15:18:22","2024-03-26 15:18:22",5,3,5,3,5,0,0,1,0,0,,0,"2024-03-26 15:18:22","2024-07-09 16:58:05","2024-03-26 15:45:16"
858,9742398,55954329,137,0,0,0,0,"Hello Dinesh",,"2024-03-26 15:24:28",,,"No Priority",,NULL,Completed,completed,44136773,55954329,"2024-03-26 15:24:28","2024-03-26 15:24:28",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-26 15:24:28","2024-04-03 14:12:53","2024-03-26 15:24:28"
859,9742398,55954329,133,0,0,0,0,Nice,,"2024-03-26 15:49:33",,,High,,"2024-03-26 16:49:00",Completed,completed,55954329,55954329,"2024-03-26 15:49:33","2024-03-26 15:49:33",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-26 15:49:33","2024-04-02 19:08:46","2024-03-26 15:49:33"
862,9742398,88479168,137,0,0,0,0,Helloooo,,"2024-03-26 15:56:03",,,"No Priority",,NULL,Completed,completed,88479168,88479168,"2024-03-26 15:56:03","2024-03-26 15:56:03",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-26 15:56:03","2024-04-03 14:12:53","2024-03-26 15:56:03"
866,9742398,88479168,137,0,0,0,0,Hey,,"2024-03-26 15:59:08",,,"No Priority",,NULL,Completed,completed,88479168,88479168,"2024-03-26 15:59:08","2024-03-26 15:59:08",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-26 15:59:08","2024-04-03 14:12:45","2024-03-26 15:59:08"
868,9742398,53758645,47,0,0,0,0,"New Task 3",,"2024-03-26 16:00:19",,,High,,"2024-03-26 17:00:00",Open,overdue,53758645,53758645,"2024-03-26 16:00:19","2024-03-26 16:00:19",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-26 16:00:19","2024-03-26 16:00:19","2024-03-26 16:00:19"
869,9742398,88479168,137,0,0,0,0,Hello,,"2024-03-26 16:01:23",,,"No Priority",,NULL,Completed,completed,88479168,88479168,"2024-03-26 16:01:23","2024-03-26 16:01:23",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-26 16:01:23","2024-04-03 14:12:45","2024-03-26 16:01:23"
870,9742398,88479168,137,0,0,0,0,Hi,,"2024-03-26 16:55:16",,,"No Priority",,NULL,Completed,completed,88479168,88479168,"2024-03-26 16:55:16","2024-03-26 16:55:16",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-26 16:55:16","2024-04-03 14:12:53","2024-03-26 16:55:16"
871,9742398,88479168,137,0,0,0,0,Hello,,"2024-03-26 16:56:21",,,"No Priority",,NULL,Completed,completed,55954329,88479168,"2024-03-26 16:56:21","2024-03-26 16:56:21",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-26 16:56:21","2024-04-03 14:12:45","2024-03-26 16:56:21"
